date,product,main_contract,main_contract_volume,main_contract_open_interest,close,settle,pre_settle
2026-06-22,IC,IC2609,112647,171790,8650.0,8634.2,8513.6
2026-06-22,IF,IF2609,88185,161226,4983.8,4975.2,4853.4
2026-06-22,IH,IH2609,49450,76460,2978.0,2975.2,2898.6
2026-06-22,IM,IM2609,158991,221871,8524.2,8521.6,8505.6
2026-06-23,IC,IC2609,129547,174176,8455.0,8428.6,8634.2
2026-06-23,IF,IF2609,105369,164687,4812.4,4811.6,4975.2
2026-06-23,IH,IH2609,50120,76305,2884.6,2884.0,2975.2
2026-06-23,IM,IM2609,169243,221704,8403.0,8381.2,8521.6
2026-06-24,IC,IC2609,114321,169193,8595.0,8601.4,8428.6
2026-06-24,IF,IF2609,69308,154821,4830.8,4832.0,4811.6
2026-06-24,IH,IH2609,33499,71544,2896.2,2895.2,2884.0
2026-06-24,IM,IM2609,144567,214962,8472.4,8486.8,8381.2
2026-06-25,IC,IC2609,122306,176339,8699.4,8688.2,8601.4
2026-06-25,IF,IF2609,81049,159220,4907.0,4897.2,4832.0
2026-06-25,IH,IH2609,40016,73405,2924.8,2920.2,2895.2
2026-06-25,IM,IM2609,144932,216470,8523.8,8517.8,8486.8
2026-06-26,IC,IC2609,145705,172822,8447.0,8461.6,8688.2
2026-06-26,IF,IF2609,105290,159794,4748.2,4751.4,4897.2
2026-06-26,IH,IH2609,47552,72200,2859.0,2862.4,2920.2
2026-06-26,IM,IM2609,174428,220480,8319.2,8324.0,8517.8
